Name,Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
2016 Ford Figo Aspire 1.5 AMBIENTE DIESEL,380000,3.9,3686,56295,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2010 Maruti Eeco 5 STR,225000,4.5,3686,17102,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,14
2017 Renault Kwid RXL,310000,4.4,3686,17758,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2003 Hyundai Santro LP ZIP PLUS,65000,3.8,3686,64399,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,21
2006 Maruti Wagon R LXI MINOR,160000,4.0,3686,40489,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2014 Hyundai i10 MAGNA 1.1 IRDE2,330000,4.1,3686,59489,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
2000 Mitsubishi Lancer GLXI 1.5,59500,2.9,3686,129185,OwnerSixth Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeExpired,24
2014 Maruti Celerio VXI AMT,340000,3.9,3686,41085,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,10
2018 Tata Tiago XT 1.2 REVOTRON,430000,4.4,3686,9166,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
2018 Renault Kwid CLIMBER 1.0,395000,4.7,3686,16632,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,6
2010 Maruti Ritz VXI BS IV,230000,3.4,3686,1,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
2007 Maruti Wagon R LXI,130000,3.5,3686,79176,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComprehensive,17
2003 Hyundai Santro Xing XG,90000,3.4,3686,62094,OwnerFifth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,21
2015 Maruti Alto K10 VXI AMT,300000,4.6,3686,19717,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,9
2018 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,550076,4.4,3686,17472,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2006 Maruti Swift VXI 1.3,210000,3.9,3686,101073,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,18
2017 Maruti Wagon R 1.0 VXI,360000,4.2,3686,31980,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2015 Maruti Alto 800 LXI,285000,4.7,3686,14161,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2011 Maruti Alto K10 LXI,229000,4.3,3686,40075,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2013 Hyundai Grand i10 SPORTZ 1.1 CRDI,420000,4.2,3686,56898,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,11
2017 Maruti Wagon R 1.0 VXI,420000,4.6,3686,12773,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,7
2011 Maruti Alto LXI,215000,4.2,3686,26063,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2014 Hyundai Eon D LITE PLUS,230000,4.5,3686,29860,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,10
2017 Hyundai Elite i20 SPORTZ 1.2,561530,4.3,3686,32001,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,7
2012 Maruti Alto LXI,200000,3.9,3686,46317,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
2017 Maruti Celerio VXI ,420000,4.8,3686,30307,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2012 Maruti Alto K10 VXI ,150000,4.3,3686,43092,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
2014 Hyundai Grand i10 MAGNA 1.2 VTVT,380000,4.3,3686,33622,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2015 Toyota Etios CROSS  VD,430000,3.8,3686,44075,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
2009 Hyundai i10 ERA 1.1 IRDE,200000,4.1,3686,33622,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,15
2014 Hyundai Eon MAGNA PLUS,261000,4.5,3686,34003,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,420000,4.7,3686,24213,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,7
2017 Maruti Dzire VXI,550000,4.3,3686,23763,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2019 Renault Kwid RXL,450000,4.7,3686,9935,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2013 Maruti Ritz VXI BS IV,350000,4.4,3686,56709,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT OPT,370000,4.3,3686,6351,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2012 Maruti Swift VXI,400000,4.2,3686,38535,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
2012 Honda City V MT PETROL,430000,4.3,3686,44226,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,12
2011 Tata Venture EX 8 STR,130000,3.5,3686,68419,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,13
2013 Hyundai i20 SPORTZ 1.2 VTVT,400000,4.2,3686,43611,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2020 Hyundai Elite i20 1.2 SPORTS PLUS VTVT,800000,4.9,3686,559,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,4
2007 Maruti Alto LXI,112934,4.0,3686,20215,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,17
2016 Renault Kwid 1.0 RXT,325000,4.6,3686,14333,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,8
2015 Maruti Celerio ZXI ,335000,4.3,3686,34653,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2014 Maruti Swift VDI,450000,4.4,3686,34149,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2011 Hyundai i20 ASTA 1.2,305000,4.4,3686,40618,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2010 Maruti Alto LXI,170000,3.8,3686,42609,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComprehensive,14
2012 Ford Figo 1.4 EXI DURATORQ ,260000,4.5,3686,30644,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2011 Chevrolet Spark LT 1.0,135000,4.0,3686,36753,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,13
2019 Renault Kwid RXT,370000,4.8,3686,2069,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,5
2019 Renault Kwid 1.0 RXT Opt,380000,4.8,3686,16267,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2012 Tata Nano CX,45000,3.2,3686,4562,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
2019 Renault Kwid RXT 1.0 EASY-R AT OPTION,420000,4.8,3686,2600,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,5
2018 Maruti Alto 800 LXI,300000,4.6,3686,10030,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,6
2008 Chevrolet Spark LS 1.0,120000,3.8,3686,17535,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
2014 Honda Brio 1.2 S MT I VTEC,365000,4.5,3686,29968,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,447000,4.5,3686,20258,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2012 Hyundai i10 MAGNA 1.1 LPG,300000,4.2,3686,44347,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComp,12
2010 Hyundai i20 SPORTZ 1.2 O,250000,3.8,3686,53423,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
2012 Maruti Alto 800 LXI,221000,4.1,3686,44614,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,12
1998 Maruti Esteem VX,101000,3.1,3686,40774,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,26
2006 Maruti Wagon R LXI,95000,3.4,3686,1,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,18
2018 Maruti Alto 800 LXI,310000,4.8,3686,15931,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
2002 Toyota Qualis GS C8,172000,3.3,3686,103891,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,22
2016 Volkswagen Cross Polo HIGHLINE PETROL,510000,4.3,3686,23734,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,8
2018 Hyundai Grand i10 SPORTS 1.2 VTVT,550000,4.7,3686,15888,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2014 Hyundai Grand i10 ASTA 1.2 (O) VTVT,420000,4.7,3686,28664,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,10
2003 Hyundai Santro Xing XS,95000,3.4,3686,68482,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,21
2014 Maruti Wagon R 1.0 VXI,380000,4.6,3686,11175,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT,460000,4.4,3686,39818,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2009 Maruti Alto LXI,145000,4.0,3686,42710,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,15
2015 Maruti Alto 800 LXI,250000,4.1,3686,36253,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2009 Hyundai i10 SPORTZ 1.2,200000,3.7,3686,23475,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,15
2017 Maruti Wagon R 1.0 VXI,410000,4.7,3686,23217,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,7
2002 Hyundai Santro LP EURO II,55000,3.7,3686,56561,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,22
2017 Datsun Redi Go S,300000,4.4,3686,21832,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2011 Hyundai Accent EXECUTIVE,280000,4.4,3686,27076,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2003 Hyundai Santro Xing XG,120000,4.0,3686,96284,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,21
2017 Maruti Swift VXI,510000,4.5,3686,8312,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,7
2015 Maruti Swift VDI ABS,522500,4.5,3686,22317,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,9
2008 Hyundai Santro Xing GLS,175000,4.0,3686,20393,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
2008 Hyundai i10 MAGNA 1.1 IRDE2,220000,3.9,3686,77237,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,16
2007 Ford Fiesta 1.4 ZXI TDCI,148000,3.4,3686,84485,OwnerFifth Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,17
2010 Maruti Swift Dzire VXI,300000,3.5,3686,37821,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,14
2008 Maruti Wagon R Duo LXI LPG,190000,3.9,3686,48144,OwnerSecond Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeComp,16
2019 Maruti Alto 800 LXI,335000,4.8,3686,5302,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,5
2012 Maruti Alto LXI,185000,4.1,3686,49002,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,12
2011 Maruti Swift VDI,330000,4.4,3686,40732,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,13
2014 Hyundai Grand i10 MAGNA 1.2 VTVT,350000,4.2,3686,49282,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2011 Maruti Alto LXI,180000,4.2,3686,37296,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2016 Hyundai Eon ERA PLUS,280000,4.4,3686,20055,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,8
2002 Toyota Qualis GST D2,138000,3.1,3686,64079,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,22
2013 Honda Brio 1.2 S MT I VTEC,340000,4.2,3686,26796,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2015 Maruti Wagon R 1.0 VXI,375000,4.7,3686,29548,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,9
2017 Maruti Alto 800 LXI,275000,4.4,3686,21311,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,7
2014 Maruti Swift VXI,430000,4.5,3686,29169,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,10
2013 Ford Figo 1.2 EXI DURATEC,394000,4.6,3686,8842,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,11
2006 Hyundai Accent GLE,120000,3.5,3686,72131,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2013 Hyundai Eon ERA PLUS,199662,3.9,3686,48098,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2012 Honda Brio 1.2 V MT I VTEC,300000,4.3,3686,47277,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
2011 Hyundai i20 ASTA 1.2,330000,4.2,3686,30485,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2008 Maruti Alto LXI,140000,3.9,3686,67088,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
2011 Tata Indicab DLE BS III,67500,3.4,3686,38475,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2007 Hyundai Santro Xing GLS,178000,4.2,3686,28720,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
2016 Maruti Wagon R 1.0 VXI,395000,4.4,3686,33354,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
2009 Hyundai i10 SPORTZ 1.2,230000,4.1,3686,21790,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2018 Maruti Wagon R 1.0 VXI,450000,4.5,3686,11267,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2016 Maruti Alto 800 LXI,295000,4.7,3686,22629,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,8
2014 Hyundai Verna FLUIDIC 1.6 CRDI SX OPT AT,557294,4.0,3686,61597,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeThird_party,10
2011 Tata Indica EV2 LS,160000,4.2,3686,37371,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2015 Hyundai Elite i20 SPORTZ (O) 1.2,510000,4.1,3686,26709,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,9
2013 Honda Amaze 1.5 EXMT I DTEC,406000,4.3,3686,24171,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2005 Honda City 1.5 GXI,151000,3.9,3686,92448,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,19
2014 Honda Brio 1.2 VX MT I VTEC,380000,4.6,3686,29789,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2010 Maruti Alto LXI,170000,3.9,3686,52564,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2010 Maruti OMNI E STD,189441,3.4,3686,15380,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2007 Hyundai Santro Xing GL,160000,4.1,3686,33273,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,17
2017 Maruti Wagon R 1.0 VXI,409000,4.7,3686,22942,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,7
2017 Maruti Alto 800 LXI OPT,280000,4.6,3686,14793,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2019 Maruti Swift VXI,671000,4.8,3686,20127,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2010 Hyundai i10 MAGNA 1.2,240000,4.3,3686,40162,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2011 Maruti Alto LXI CNG,150000,4.0,3686,47022,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,13
2009 Honda City 1.5 E MT PETROL,280000,3.8,3686,98048,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,15
2013 Hyundai i10 MAGNA 1.1 LPG,310000,4.2,3686,32115,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2016 Datsun Redi Go T (O),200000,4.4,3686,36414,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
2010 Hyundai i20 MAGNA 1.2 VTVT,280000,3.6,3686,37021,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2017 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,460000,4.2,3686,17832,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2017 Maruti Alto 800 LXI,250000,4.3,3686,1492,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2020 Maruti Swift VXI,700000,4.9,3686,4706,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2017 Hyundai Grand i10 Sportz(O) 1.2 MT,550000,4.1,3686,18832,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,7
2017 Maruti Wagon R 1.0 VXI,415000,4.3,3686,8547,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,7
2012 Volkswagen Vento COMFORTLINE DIESEL,347910,3.9,3686,37160,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
2010 Maruti Alto LXI,170000,4.1,3686,48296,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2011 Hyundai i20 ASTA 1.2,300000,4.0,3686,39667,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,525000,4.6,3686,8663,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2003 Maruti Zen D,70000,3.1,3686,126140,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,21
2012 Maruti Alto LXI CNG,190000,4.1,3686,56045,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,12
2006 Hyundai Santro Xing XL ERLX EURO III,145000,3.9,3686,66299,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2016 Hyundai Grand i10 SPORTS 1.2 VTVT,440000,4.3,3686,29543,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2019 Honda Amaze 1.2 SMT I VTEC,800000,4.9,3686,317,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2012 Hyundai Eon D LITE PLUS BLUE DRIVE,205000,4.2,3686,43371,OwnerFirst Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeThird_party,12
2015 Maruti Celerio VXI AMT,360000,4.6,3686,7568,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComp,9
2011 Hyundai i10 ASTA 1.2 KAPPA2,256000,3.9,3686,58199,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,13
2013 Honda City V MT PETROL,570000,4.5,3686,17445,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2011 Hyundai Santro Xing GLS,250000,4.3,3686,6149,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2019 Maruti Celerio ZXI ,456000,4.8,3686,13356,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,5
2017 Hyundai Grand i10 MAGNA 1.2 VTVT,430000,4.3,3686,29131,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2013 Chevrolet Beat PS PETROL,171000,4.1,3686,43670,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2014 Maruti Swift Dzire VXI 1.2 BS IV,498000,4.4,3686,12857,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2020 Maruti Ertiga ZXI SMART HYBRID AT,1100000,5.0,3686,787,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,4
2011 Hyundai Verna TRANSFORM 1.6 VTVT,300000,4.1,3686,35220,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,13
2008 Chevrolet Spark LS 1.0,120000,4.2,3686,28957,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
2018 Maruti Alto 800 LXI,350000,4.9,3686,5089,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
2007 Honda Accord 2.4 VTI L AT,214000,3.6,3686,90232,OwnerSecond Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,17
2009 Maruti Swift Dzire VDI,350000,4.1,3686,32963,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,15
2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2,360000,4.5,3686,32509,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,12
2017 Maruti Swift ZXI,620000,4.8,3686,9965,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2010 Maruti Alto LXI,170172,3.9,3686,41036,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2018 Maruti Eeco 5 STR WITH AC PLUSHTR,420000,4.8,3686,4038,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,6
2006 Maruti Alto LXI,103500,3.3,3686,61116,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2011 Hyundai i10 SPORTZ 1.2 KAPPA2,280000,3.7,3686,35008,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2006 Maruti Alto STD,110000,3.9,3686,50605,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,18
2014 Maruti Alto 800 LXI,210000,4.0,3686,44194,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,10
2015 Hyundai Xcent BASE 1.2,420000,4.5,3686,25220,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2017 Hyundai Elite i20 Magna Executive 1.2,500000,4.1,3686,24915,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2015 Hyundai Grand i10 ASTA 1.2 VTVT,402979,4.7,3686,42131,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT,450000,4.5,3686,10513,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,8
2019 Hyundai Grand i10 1.2 Sportz at,610000,4.8,3686,27046,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,5
2008 Hyundai i10 MAGNA 1.1 IRDE2,215000,3.5,3686,53179,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
2007 Maruti Alto LXI,135000,3.9,3686,50789,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
2018 Tata NEXON XMA 1.2,690000,4.7,3686,13209,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2001 Maruti 800 STD,65000,3.0,3686,30742,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,23
2015 Nissan Micra Active XV,400000,4.4,3686,29863,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,9
2020 Renault Kwid 1.0 CLIMBER OPT AMT,460000,4.8,3686,13448,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,4
2016 Maruti Baleno ZETA 1.2 K12 ,516000,4.4,3686,43095,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,8
2013 Hyundai Eon D LITE PLUS,220000,4.3,3686,48539,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,11
